label,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30
1,0.0518000503468056,0.0220190735602923,0.0541218951975259,0.0564559326031429,0.0509716021124809,0.0995309161028743,0.1054670043018753,0.0987965169878183,0.0553484015150766,0.0522165002346328,0.0935214236735823,0.028410343334914,0.1026885637778871,0.105824676120449,0.035051056278884,0.0660344953094494,0.0513146906287378,0.0499855958225204,0.0568608120361974,0.0561348587966197,0.0626952932805077,0.0275179914111342,0.0688553265537312,0.0807377300364627,0.0506237372157215,0.0933427936151433,0.0870524081973809,0.0842316437149049,0.0650342150464228,0.0580520100144101
1,0.0592288513415115,0.0376954660083232,0.0585732888579087,0.0747857808509166,0.0364808577957063,0.0281956456856269,0.030540095547594,0.047128154976446,0.041459819572269,0.0375950840845717,0.0464190810653808,0.0230314271219412,0.0406258865662196,0.0511049022620786,0.0286203733485183,0.0176127895319657,0.017763879502969,0.042205859106602,0.0263002557170423,0.032014907358253,0.0617318904286795,0.0371723126909781,0.0592319927233614,0.0782184249387424,0.0386388327207541,0.0261685175609761,0.0295432811075814,0.0590319733646282,0.0388707001472859,0.0434633299535978
1,0.0566949967386661,0.0450775831557045,0.0572951659257196,0.0678486382832977,0.0471831722257424,0.0573306681730893,0.0693741641092642,0.0859012544034124,0.0473401582202123,0.0397975841579929,0.0636799757908886,0.0246946859275863,0.0548174484714882,0.0648676290456702,0.0336871380083039,0.0539425343005005,0.0365974119652565,0.0648206403293932,0.0426030060211269,0.0414326561536168,0.0582241159425361,0.0405386220846079,0.0568821088810618,0.0683411493968869,0.0450682346112835,0.0595312738726387,0.0550757194157892,0.0771224168150788,0.0510690325935069,0.0427602610350045
1,0.0328825222323802,0.0432320538688592,0.0341919920962871,0.0217758597183551,0.0613467339613896,0.1017897229164482,0.0848375036270333,0.0706552929103908,0.0594211652478933,0.0646420503476385,0.0423280525777419,0.0362778713080312,0.0411878102473886,0.0187849148028671,0.0499007849196176,0.1004252173772174,0.0540652268098427,0.0588047305612133,0.1129074332906577,0.0834635523654569,0.0368316321045062,0.0420788674203725,0.0368782564266923,0.0227017381583456,0.0654800250792748,0.1214886750432672,0.0839953633807851,0.0817243717279127,0.0938268027555215,0.0844659186921189
1,0.0584226248769697,0.0304194137624848,0.0595428993581901,0.0731501943918845,0.0431794906408938,0.0476142134670811,0.0695850278299611,0.0700508274767468,0.0413911774868845,0.0390280359395686,0.0646707050279786,0.024518945374537,0.0650157654935557,0.0651504720522503,0.0629374334496605,0.0331384365735226,0.0543230895768213,0.0593716749372722,0.0332492793658217,0.0463636045123058,0.0556797443082207,0.0264699894300985,0.0567702096504761,0.0629826274430058,0.0428834863960551,0.0287489072883178,0.0489127170655322,0.0515736326438284,0.0334146673266123,0.0374872441455543
1,0.0358482838698015,0.0333043790844499,0.0363912450037436,0.0269082172277317,0.0550183340369515,0.0609519298900887,0.055457158543272,0.054328009919406,0.0477520107325196,0.0505049188522754,0.0285688732591902,0.0279364714865133,0.0265060595989726,0.0187573203632008,0.0411366514540426,0.0450418814865637,0.0350693363090872,0.0358119864210496,0.0409935591269954,0.0460644844831941,0.0382149797891825,0.0377121924993905,0.0385679348085363,0.0296558200074496,0.0558983436210587,0.0736112265153075,0.0654818999714812,0.0552551965740955,0.0563271782134307,0.060737342689593
1,0.0525486892067372,0.0423835346565165,0.052711552651662,0.0586555143928758,0.0407385363843249,0.0390809432824686,0.0396072355375586,0.0497004912107312,0.0410479670599617,0.0380926368120012,0.0381516163972504,0.0242647492174478,0.0380195171514356,0.037190406060322,0.0236302948565566,0.0186092317531931,0.0215267658062861,0.032725289262507,0.0259215623301879,0.0197509861646753,0.0565196339739171,0.0439208102961322,0.0571432070857618,0.0642222855069633,0.0450058132337055,0.0361254561827838,0.0462714303439934,0.0613170820110009,0.0432948925640497,0.0408561160471475
1,0.0394763029602393,0.0441866379827447,0.0397540305115377,0.0325932901611951,0.051186853810591,0.0589799556877623,0.0329158268007785,0.0401969513373278,0.0502460065014916,0.0494302049610277,0.0498353887794843,0.0432133467051548,0.0461016535018666,0.0351553161349288,0.0482301219777424,0.0407868038932142,0.0237615764534338,0.045607525362955,0.0281369186432865,0.0490556847743106,0.0421426991081742,0.0446829935550673,0.041253516342593,0.0358701059151595,0.0516224792569688,0.0516358422612616,0.0327470640753738,0.0493837368577212,0.045174820971173,0.0561966892570109
1,0.0374319429965799,0.0462867230332928,0.0385640539884651,0.0293164772898238,0.0548030823388414,0.0692700756162656,0.0653326094625745,0.0628173911208066,0.0537696335512319,0.0490188947063527,0.0261603763207472,0.0314450060991758,0.0287657101466522,0.0167774193171402,0.0313920305570064,0.0471559548478165,0.0339328300398112,0.0386152113915627,0.0405769964014555,0.0339818481557447,0.0382643850636353,0.0487956073897377,0.0396123276273362,0.0295638453768979,0.0531518030076287,0.0757428528118072,0.0659098862458046,0.0653794973823301,0.0618821546344792,0.052339575050839
1,0.0358770776721066,0.0509960046617946,0.037008269867559,0.0268405377880476,0.0510577027917249,0.0859063670686192,0.0798822061906573,0.0573772022180103,0.0464478111102131,0.0546843617626831,0.0254173293929297,0.0501802043438944,0.0243779231043324,0.0165152721403099,0.0391592438408723,0.0971800474405173,0.0739493112857467,0.0451035748064582,0.0338741234541316,0.0913675725286496,0.0372762795745808,0.0645950311947455,0.0364231995556438,0.028448153119336,0.0578334063259753,0.1483724093221479,0.1351213808935327,0.0701401403956066,0.0617125370338365,0.1013102782000849
