att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,label
0.0471404520791031,0.035851978808725,0.035851978808725,0.0,0.0,0.0143624950654178,0.0,0.0120849437548076,0.0,0.0,0.0070387636286872,0.0533760512683623,0.0,0.0320558150133823,0.0,-1
0.0,0.0682269087482289,0.068226908748229,0.0,0.0,0.0071812475327089,0.0242678419058144,0.0293905832116921,0.0,0.0,0.0422325817721237,0.0533760512683623,0.0,0.0068237626018586,0.0040990404607545,-1
0.0,0.0284908686608421,0.0284908686608421,0.0,0.0,0.0071812475327089,0.0242678419058144,0.0145019325057691,0.0,0.0522708373489316,0.0,0.0533760512683623,0.0,0.0444338029888467,0.006031445249396,-1
0.0471404520791031,0.0323633010135199,0.0323633010135199,0.0,0.0,0.0143624950654178,0.0,0.0362548312644228,0.0,0.0,0.0351938181434364,0.0,0.0,0.0158692153531595,2.195914532547154e-05,-1
0.0471404520791031,0.0234555437097627,0.0234555437097627,0.0,0.0,0.0143624950654178,0.0,0.0165322030565768,0.0,0.0522708373489316,0.0,0.0533760512683623,0.1280368799328959,0.0190430584237914,0.0,-1
0.0471404520791031,0.0373055945567272,0.0373055945567272,0.0,0.0,0.0574499802616713,0.0,0.0241698875096152,0.0,0.0522708373489316,0.0,0.0,0.0,0.0571291752713744,0.0,-1
0.0471404520791031,0.0385731474889851,0.0385731474889851,0.0,0.0,0.0933562179252158,0.0242678419058144,0.0628417075249997,0.0,0.0522708373489316,0.0,0.0,0.0,0.0260255131791816,0.2289972871691256,-1
0.0,0.0266534983553674,0.0266534983553674,0.0,0.0,0.0502687327289623,0.0,0.0003867182001538,0.0,0.0522708373489316,0.0,0.0533760512683623,0.0,0.0126953722825276,0.0098742956813536,-1
0.0471404520791031,0.0632846152050216,0.0632846152050216,0.0790569415042094,0.0790569415042094,0.0430874851962534,0.0242678419058144,0.0382851018152305,0.0,0.0522708373489316,0.0,0.0533760512683623,0.0,0.0285645876356872,0.0022983905440659,-1
0.0471404520791031,0.0494229354320731,0.0494229354320731,0.0790569415042094,0.0790569415042094,0.0143624950654178,0.0,0.0305990775871729,0.0,0.0522708373489316,0.0,0.0,0.0,0.0082519919836429,0.0105550291864432,-1
0.0471404520791031,0.02567666857271,0.02567666857271,0.0,0.0,0.0,0.0242678419058144,0.0209311225833268,0.0573539334676404,0.0522708373489316,0.0,0.0,0.0,0.0203125956520442,0.0,-1
0.0471404520791031,0.0347937465441795,0.0347937465441795,0.0,0.0,0.0,0.0242678419058144,0.0419105849416728,0.0,0.0522708373489316,0.0,0.0533760512683623,0.0,0.0412599599182148,0.001463943021698,-1
0.0,0.0444806418888658,0.0444806418888658,0.0,0.0,0.0430874851962534,0.0,0.0096679550038461,0.0,0.0522708373489316,0.0,0.0,0.0,0.0,0.0,-1
0.0471404520791031,0.0559118761311547,0.0559118761311547,0.0,0.0,0.0430874851962534,0.0,0.0003867182001538,0.0573539334676404,0.0522708373489316,0.0,0.0533760512683623,0.0,0.0,0.0196900336418393,-1
0.0,0.0532953677847508,0.0532953677847509,0.0,0.0,0.0071812475327089,0.0,0.0483397750192305,0.0,0.0,0.049271345400811,0.0,0.0,0.0,0.0,-1
0.0471404520791031,0.0426432715833911,0.0426432715833911,0.0790569415042094,0.0790569415042094,0.0430874851962534,0.0,0.0024169887509615,0.0,0.0,0.0703876362868729,0.0,0.0,0.0507814891301106,0.0,-1
0.0471404520791031,0.0328517159048486,0.0328517159048486,0.0,0.0,0.0574499802616713,0.0,0.0092812368036922,0.0,0.0,0.0211162908860618,0.0,0.0,0.0628420927985119,0.0,-1
0.0,0.02703725291284,0.02703725291284,0.0,0.0,0.0071812475327089,0.0,0.0306474173621921,0.0,0.0,0.0703876362868729,0.0533760512683623,0.0,0.0190430584237914,0.00179333020158,-1
0.0471404520791031,0.0253859454231095,0.0253859454231095,0.0,0.0,0.0718124753270891,0.0242678419058144,0.0064291900775576,0.0,0.0522708373489316,0.0,0.0,0.0,0.0,0.0,-1
0.0,0.0222926511113609,0.022292651111361,0.0,0.0,0.0502687327289623,0.0242678419058144,0.0072509662528845,0.0,0.0,0.049271345400811,0.0533760512683623,0.0,0.0152344467390331,0.0,-1
0.0471404520791031,0.029072314960043,0.029072314960043,0.0,0.0,0.0,0.0,0.0241698875096152,0.0,0.0,0.1196589816876839,0.0533760512683623,0.0,0.0317384307063191,0.0088422158510564,-1
0.0471404520791031,0.02703725291284,0.02703725291284,0.0,0.0,0.0,0.0,0.0080727424282114,0.0,0.0522708373489316,0.0,0.0533760512683623,0.1280368799328959,0.0476076460594787,0.0,-1
0.0,0.0555281215736821,0.0555281215736822,0.0,0.0,0.0,0.0,0.076135145655288,0.0,0.0,0.0422325817721237,0.0,0.0,0.0,0.0092228410366979,-1
0.0,0.0318865150481752,0.0318865150481752,0.0,0.0,0.0646312277943802,0.0242678419058144,0.0298256411868652,0.0,0.0,0.0070387636286872,0.0533760512683623,0.0,0.0190430584237914,8.051686619339566e-05,-1
0.0,0.0478762882761988,0.0478762882761988,0.0,0.0,0.0071812475327089,0.0,0.004833977501923,0.0,0.0,0.0211162908860618,0.0,0.0,0.0230103622620813,0.0,-1
0.0,0.0184085898326992,0.0184085898326992,0.0,0.0,0.0,0.0242678419058144,0.0145019325057691,0.0,0.0,0.0140775272573745,0.0533760512683623,0.0,0.0158692153531595,0.0,-1
0.0,0.0546559521248809,0.0546559521248809,0.0,0.0,0.0215437425981267,0.0728035257174434,0.0499349875948651,0.0,0.0,0.0633488726581856,0.0,0.0,0.0,0.0,-1
0.0471404520791031,0.0657964632175693,0.0657964632175694,0.0,0.0,0.0718124753270891,0.0728035257174434,0.1450193250576915,0.0,0.0,0.1196589816876839,0.0,0.0,0.0,0.0,-1
0.0471404520791031,0.0667732930002268,0.0667732930002268,0.0,0.0,0.078993722859798,0.0242678419058144,0.0676756850269227,0.0,0.0,0.0211162908860618,0.0533760512683623,0.0,0.0,0.0,-1
0.0471404520791031,0.0489345205407444,0.0489345205407444,0.0,0.0,0.0143624950654178,0.0,0.0483397750192305,0.0,0.0,0.0422325817721237,0.0,0.0,0.0793460767657978,0.073197151084905,-1
0.0471404520791031,0.0340146085032503,0.0340146085032503,0.0,0.0,0.0287249901308356,0.0,0.0487264932193843,0.0,0.0,0.0351938181434364,0.0,0.0,0.026660281793308,0.0,-1
0.0471404520791031,0.0488414891328722,0.0488414891328723,0.0,0.0,0.0646312277943802,0.0242678419058144,0.076956921830615,0.0,0.0,0.0563101090294983,0.0533760512683623,0.0,0.0,0.0,-1
0.0471404520791031,0.0575631836208852,0.0575631836208852,0.0,0.0,0.0215437425981267,0.0728035257174434,0.0733314387041727,0.0,0.0,0.1055814544303094,0.0,0.0,0.0,0.0365985755424524,-1
0.0,0.0427363029912632,0.0427363029912632,0.0,0.0,0.078993722859798,0.0,0.0483397750192305,0.0,0.0522708373489316,0.0,0.0,0.0,0.0,0.0292788604339619,-1
0.0,0.0262581148719108,0.0262581148719108,0.0,0.0,0.0071812475327089,0.0,0.0040122013265961,0.0,0.0,0.0351938181434364,0.0,0.0,0.0,0.0040990404607545,-1
0.0471404520791031,0.0323633010135199,0.0323633010135199,0.0,0.0,0.0143624950654178,0.0,0.0193359100076922,0.0,0.0,0.0774263999155602,0.0,0.0,0.0688723946327125,0.000256190028797,-1
0.0471404520791031,0.0316888233064469,0.0316888233064469,0.0,0.0,0.0502687327289623,0.0242678419058144,0.0177406974320576,0.0,0.0,0.0844651635442475,0.0,0.0,0.0925175255089202,0.0052189568723536,-1
